value_1,value_2,anomaly
-0.72,0.7,0.0
-0.7,0.695,0.0
-0.695,0.72,0.0
-0.71,0.715,0.0
-0.715,0.725,0.0
-0.715,0.735,0.0
-0.7,0.745,0.0
-0.68,0.755,0.0
-0.695,0.77,0.0
-0.665,0.775,0.0
-0.64,0.78,0.0
-0.64,0.755,0.0
-0.62,0.77,0.0
-0.62,0.755,0.0
-0.625,0.72,0.0
-0.605,0.72,0.0
-0.56,0.73,0.0
-0.54,0.71,0.0
-0.52,0.66,0.0
-0.505,0.645,0.0
-0.48,0.585,0.0
-0.45,0.56,0.0
-0.44,0.525,0.0
-0.45,0.47,0.0
-0.44,0.42,0.0
-0.435,0.37,0.0
-0.425,0.315,0.0
-0.41,0.275,0.0
-0.405,0.23,0.0
-0.37,0.18,0.0
-0.385,0.11,0.0
-0.385,0.055,0.0
-0.4,0.03,0.0
-0.44,-0.015,0.0
-0.45,-0.045,0.0
-0.44,-0.06,0.0
-0.44,-0.08,0.0
-0.445,-0.1,0.0
-0.43,-0.12,0.0
-0.445,-0.145,0.0
-0.46,-0.175,0.0
-0.465,-0.19,0.0
-0.465,-0.19,0.0
-0.47,-0.175,0.0
-0.48,-0.18,0.0
-0.445,-0.18,0.0
-0.465,-0.17,0.0
-0.455,-0.205,0.0
-0.455,-0.2,0.0
-0.46,-0.185,0.0
-0.45,-0.18,0.0
-0.48,-0.17,0.0
-0.49,-0.16,0.0
-0.49,-0.15,0.0
-0.505,-0.16,0.0
-0.495,-0.195,0.0
-0.475,-0.18,0.0
-0.455,-0.15,0.0
-0.455,-0.165,0.0
-0.475,-0.155,0.0
-0.495,-0.16,0.0
-0.495,-0.165,0.0
-0.51,-0.175,0.0
-0.515,-0.155,0.0
-0.5,-0.155,0.0
-0.475,-0.18,0.0
-0.475,-0.175,0.0
-0.475,-0.195,0.0
-0.46,-0.18,0.0
-0.47,-0.195,0.0
-0.475,-0.165,0.0
-0.485,-0.19,0.0
-0.475,-0.19,0.0
-0.48,-0.19,0.0
-0.45,-0.21,0.0
-0.45,-0.215,0.0
-0.455,-0.2,0.0
-0.455,-0.19,0.0
-0.475,-0.22,0.0
-0.47,-0.205,0.0
-0.465,-0.21,0.0
-0.445,-0.225,0.0
-0.45,-0.23,0.0
-0.425,-0.225,0.0
-0.435,-0.24,0.0
-0.425,-0.24,0.0
-0.44,-0.24,0.0
-0.42,-0.25,0.0
-0.43,-0.23,0.0
-0.4,-0.24,0.0
-0.4,-0.24,0.0
-0.355,-0.23,0.0
-0.32,-0.23,0.0
-0.29,-0.25,0.0
-0.3,-0.23,0.0
-0.265,-0.225,0.0
-0.265,-0.195,0.0
-0.24,-0.18,0.0
-0.245,-0.165,0.0
-0.215,-0.155,0.0
-0.175,-0.16,0.0
-0.17,-0.115,0.0
-0.19,-0.13,0.0
-0.195,-0.12,0.0
-0.245,-0.145,0.0
-0.265,-0.16,0.0
-0.275,-0.17,0.0
-0.275,-0.16,0.0
-0.3,-0.205,0.0
-0.31,-0.225,0.0
-0.32,-0.24,0.0
-0.335,-0.245,0.0
-0.35,-0.26,0.0
-0.375,-0.275,0.0
-0.375,-0.275,0.0
-0.405,-0.29,0.0
-0.435,-0.3,0.0
-0.46,-0.3,0.0
-0.465,-0.285,0.0
-0.47,-0.29,0.0
-0.465,-0.3,0.0
-0.5,-0.285,0.0
-0.52,-0.285,0.0
-0.52,-0.295,0.0
-0.515,-0.295,0.0
-0.515,-0.31,0.0
-0.51,-0.29,0.0
-0.495,-0.275,0.0
-0.5,-0.285,0.0
-0.47,-0.28,0.0
-0.48,-0.29,0.0
-0.485,-0.29,0.0
-0.505,-0.3,0.0
-0.505,-0.29,0.0
-0.515,-0.295,0.0
-0.495,-0.295,0.0
-0.48,-0.305,0.0
-0.48,-0.3,0.0
-0.47,-0.3,0.0
-0.45,-0.295,0.0
-0.46,-0.305,0.0
-0.435,-0.29,0.0
-0.41,-0.285,0.0
-0.355,-0.305,0.0
-0.295,-0.295,0.0
-0.195,-0.3,0.0
-0.08,-0.315,0.0
0.135,-0.32,0.0
0.345,-0.335,0.0
0.525,-0.355,0.0
0.62,-0.34,0.0
0.64,-0.34,0.0
0.68,-0.46,0.0
0.665,-0.85,0.0
0.61,-1.49,0.0
0.55,-2.13,0.0
0.495,-2.765,0.0
0.475,-3.035,0.0
0.465,-3.145,0.0
0.485,-3.215,0.0
0.5,-3.235,0.0
0.475,-3.25,0.0
0.44,-3.23,0.0
0.355,-3.215,0.0
0.255,-3.08,0.0
0.205,-2.925,0.0
0.28,-2.735,0.0
0.41,-2.61,0.0
0.515,-2.525,0.0
0.51,-2.43,0.0
0.365,-2.24,0.0
0.13,-1.98,0.0
-0.11,-1.645,0.0
-0.265,-1.32,0.0
-0.33,-1.04,0.0
-0.33,-0.825,0.0
-0.32,-0.685,0.0
-0.37,-0.575,0.0
-0.43,-0.45,0.0
-0.505,-0.28,0.0
-0.525,-0.145,0.0
