value_1,value_2,anomaly
1.74,0.125,0.0
1.56,0.3,0.0
1.05,0.415,0.0
0.43,0.445,0.0
-0.055,0.42,0.0
-0.285,0.365,0.0
-0.33,0.345,0.0
-0.315,0.37,0.0
-0.295,0.435,0.0
-0.29,0.495,0.0
-0.29,0.525,0.0
-0.285,0.545,0.0
-0.285,0.575,0.0
-0.285,0.615,0.0
-0.285,0.645,0.0
-0.28,0.645,0.0
-0.275,0.63,0.0
-0.26,0.595,0.0
-0.21,0.545,0.0
-0.155,0.49,0.0
-0.105,0.415,0.0
-0.065,0.33,0.0
-0.045,0.26,0.0
-0.025,0.215,0.0
-0.015,0.17,0.0
0.0,0.145,0.0
0.005,0.13,0.0
0.025,0.125,0.0
0.04,0.12,0.0
0.055,0.12,0.0
0.055,0.115,0.0
0.06,0.105,0.0
0.07,0.09,0.0
0.075,0.08,0.0
0.075,0.075,0.0
0.08,0.08,0.0
0.08,0.075,0.0
0.085,0.08,0.0
0.085,0.08,0.0
0.09,0.08,0.0
0.09,0.075,0.0
0.09,0.075,0.0
0.105,0.075,0.0
0.11,0.08,0.0
0.12,0.08,0.0
0.125,0.075,0.0
0.12,0.075,0.0
0.11,0.075,0.0
0.115,0.07,0.0
0.13,0.065,0.0
0.145,0.065,0.0
0.155,0.06,0.0
0.17,0.06,0.0
0.175,0.06,0.0
0.195,0.05,0.0
0.2,0.035,0.0
0.205,0.035,0.0
0.2,0.02,0.0
0.205,0.015,0.0
0.205,0.015,0.0
0.195,0.01,0.0
0.225,0.0,0.0
0.24,-0.005,0.0
0.265,-0.03,0.0
0.285,-0.035,0.0
0.295,-0.06,0.0
0.3,-0.065,0.0
0.32,-0.07,0.0
0.32,-0.07,0.0
0.35,-0.075,0.0
0.38,-0.085,0.0
0.405,-0.085,0.0
0.405,-0.09,0.0
0.41,-0.095,0.0
0.41,-0.095,0.0
0.41,-0.1,0.0
0.415,-0.105,0.0
0.415,-0.125,0.0
0.405,-0.135,0.0
0.385,-0.14,0.0
0.365,-0.125,0.0
0.36,-0.1,0.0
0.355,-0.08,0.0
0.36,-0.075,0.0
0.35,-0.075,0.0
0.32,-0.07,0.0
0.28,-0.06,0.0
0.245,-0.03,0.0
0.23,0.005,0.0
0.23,0.035,0.0
0.235,0.045,0.0
0.235,0.045,0.0
0.21,0.05,0.0
0.205,0.06,0.0
0.2,0.065,0.0
0.19,0.07,0.0
0.155,0.065,0.0
0.105,0.055,0.0
0.09,0.055,0.0
0.09,0.075,0.0
0.095,0.095,0.0
0.105,0.11,0.0
0.105,0.11,0.0
0.1,0.1,0.0
0.1,0.08,0.0
0.105,0.075,0.0
0.105,0.07,0.0
0.11,0.07,0.0
0.11,0.075,0.0
0.115,0.075,0.0
0.115,0.075,0.0
0.115,0.07,0.0
0.115,0.07,0.0
0.115,0.07,0.0
0.11,0.075,0.0
0.11,0.075,0.0
0.115,0.075,0.0
0.105,0.065,0.0
